PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,70,31.0,0.035,0.72,49.86,"103,710",4.3,29.63,35.41,45.85,66.83,77.46,"61,630","73,660","95,370","139,000","161,120",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2161,Nuclear Engineers,detailed,**,**,**,**,54.43,"113,220",2.6,38.48,46.73,55.02,61.54,72.89,"80,040","97,210","114,430","128,000","151,620",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2199,"Engineers, All Other",detailed,"2,430",13.8,1.295,1.47,45.35,"94,330",2.2,26.64,30.67,43.61,58.33,70.79,"55,410","63,780","90,720","121,320","147,250",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3011,Architectural and Civil Drafters,detailed,"1,340",16.1,0.713,1.03,27.85,"57,920",4.2,17.22,20.81,26.80,33.05,39.24,"35,810","43,290","55,740","68,750","81,620",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3012,Electrical and Electronics Drafters,detailed,830,7.8,0.441,2.31,40.76,"84,790",4.5,25.05,32.37,41.68,49.49,57.84,"52,110","67,320","86,700","102,950","120,300",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3013,Mechanical Drafters,detailed,"1,740",4.2,0.929,2.05,*,*,*,*,*,*,*,*,*,*,*,*,*,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3019,"Drafters, All Other",detailed,330,34.3,0.174,1.57,30.23,"62,870",3.8,19.09,26.26,31.78,35.95,38.45,"39,710","54,630","66,100","74,770","79,970",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3022,Civil Engineering Technicians,detailed,840,13.8,0.449,0.87,32.14,"66,850",2.0,24.05,26.99,31.08,37.60,44.10,"50,020","56,150","64,650","78,210","91,740",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3023,Electrical and Electronics Engineering Technicians,detailed,"1,180",10.5,0.631,0.66,33.27,"69,210",2.1,21.29,26.97,32.25,38.39,47.10,"44,280","56,090","67,070","79,850","97,960",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3025,Environmental Engineering Technicians,detailed,220,19.5,0.119,1.01,30.70,"63,860",5.4,17.49,23.12,30.82,38.56,45.12,"36,390","48,090","64,100","80,200","93,850",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3027,Mechanical Engineering Technicians,detailed,480,7.8,0.258,0.80,31.02,"64,520",3.6,17.65,24.80,31.51,37.57,44.62,"36,710","51,580","65,550","78,140","92,810",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,560,16.3,0.301,0.57,33.94,"70,600",4.1,20.04,25.18,33.50,43.15,48.44,"41,670","52,370","69,670","89,750","100,750",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3031,Surveying and Mapping Technicians,detailed,710,15.9,0.378,0.98,26.49,"55,100",2.7,16.55,20.92,26.81,31.58,37.04,"34,420","43,510","55,760","65,700","77,040",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-0000,"Life, Physical, and Social Science Occupations",major,"19,250",2.6,10.269,1.25,36.20,"75,290",2.7,19.34,24.28,32.56,43.98,57.17,"40,220","50,500","67,710","91,490","118,910",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1012,Food Scientists and Technologists,detailed,80,25.1,0.042,0.42,35.23,"73,290",4.3,19.36,28.62,34.38,42.26,53.30,"40,270","59,540","71,500","87,910","110,860",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1013,Soil and Plant Scientists,detailed,**,**,**,**,34.77,"72,320",4.9,21.19,25.43,30.62,42.33,48.87,"44,070","52,890","63,690","88,040","101,650",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1021,Biochemists and Biophysicists,detailed,230,17.5,0.123,0.59,38.67,"80,440",10.3,20.08,24.71,30.81,50.92,59.94,"41,770","51,390","64,080","105,910","124,670",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1022,Microbiologists,detailed,200,5.0,0.104,0.68,34.16,"71,060",5.5,20.22,24.22,32.72,40.75,51.73,"42,050","50,380","68,050","84,750","107,600",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1023,Zoologists and Wildlife Biologists,detailed,840,9.6,0.446,3.53,37.04,"77,050",6.5,20.20,25.32,33.10,47.45,63.90,"42,010","52,670","68,860","98,700","132,920",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1029,"Biological Scientists, All Other",detailed,670,10.1,0.356,1.42,37.70,"78,420",4.8,21.60,27.03,36.50,46.18,58.04,"44,930","56,220","75,930","96,060","120,720",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1031,Conservation Scientists,detailed,140,14.0,0.073,0.50,35.04,"72,880",6.3,20.96,24.59,32.77,40.62,54.98,"43,590","51,140","68,170","84,500","114,360",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1032,Foresters,detailed,90,12.6,0.050,0.84,35.78,"74,430",4.8,24.55,27.14,30.50,37.42,48.85,"51,060","56,460","63,440","77,830","101,600",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1041,Epidemiologists,detailed,190,2.8,0.101,2.50,47.04,"97,840",4.9,26.24,30.72,38.82,51.84,85.25,"54,590","63,890","80,750","107,830","177,320",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1042,"Medical Scientists, Except Epidemiologists",detailed,"4,240",5.3,2.265,2.92,40.76,"84,780",7.2,21.36,25.70,33.79,46.52,66.68,"44,420","53,450","70,290","96,750","138,690",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1099,"Life Scientists, All Other",detailed,140,15.1,0.073,1.29,44.97,"93,550",12.3,26.49,33.08,34.94,53.32,76.81,"55,110","68,800","72,680","110,900","159,750",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-2012,Physicists,detailed,140,5.9,0.073,0.62,51.67,"107,470",9.6,25.88,28.86,44.84,66.97,87.53,"53,830","60,030","93,260","139,290","182,070",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-2021,Atmospheric and Space Scientists,detailed,190,15.5,0.100,1.43,41.33,"85,960",8.0,22.98,29.52,39.94,50.29,63.26,"47,800","61,410","83,070","104,590","131,580",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-2031,Chemists,detailed,740,14.6,0.394,0.64,35.90,"74,670",5.1,19.11,24.53,31.98,45.48,56.64,"39,750","51,030","66,520","94,600","117,810",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-2041,"Environmental Scientists and Specialists, Including Health",detailed,"2,070",8.8,1.103,1.84,38.76,"80,610",4.0,22.44,27.70,36.41,47.63,59.93,"46,670","57,610","75,730","99,060","124,650",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,820,11.9,0.439,2.03,40.81,"84,890",4.5,22.76,27.34,36.84,50.76,67.96,"47,340","56,870","76,620","105,580","141,370",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-2043,Hydrologists,detailed,210,22.4,0.113,2.52,44.28,"92,110",4.6,31.56,35.80,41.22,52.34,62.90,"65,640","74,470","85,730","108,860","130,840",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-2099,"Physical Scientists, All Other",detailed,170,3.3,0.088,0.65,49.81,"103,610",2.2,34.06,43.41,49.20,56.43,66.36,"70,850","90,290","102,330","117,370","138,030",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-3011,Economists,detailed,140,7.6,0.072,0.52,47.29,"98,350",4.2,27.57,38.94,46.81,56.17,66.40,"57,340","80,990","97,370","116,830","138,110",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-3022,Survey Researchers,detailed,140,32.5,0.072,0.85,28.83,"59,960",8.9,16.11,19.34,27.89,37.77,45.00,"33,520","40,230","58,020","78,560","93,610",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-3031,"Clinical, Counseling, and School Psychologists",detailed,"1,200",7.6,0.641,0.83,34.90,"72,580",3.6,22.83,27.45,33.13,38.22,48.52,"47,480","57,110","68,910","79,500","100,910",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-3039,"Psychologists, All Other",detailed,320,8.4,0.169,1.78,43.78,"91,060",3.3,22.83,39.77,46.31,50.94,56.42,"47,490","82,720","96,320","105,940","117,350",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-3041,Sociologists,detailed,50,3.3,0.029,1.40,34.65,"72,070",2.6,25.43,27.56,32.08,40.91,48.41,"52,890","57,330","66,720","85,100","100,700",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-3051,Urban and Regional Planners,detailed,"1,190",5.6,0.635,2.56,40.59,"84,420",1.5,29.01,34.28,40.27,46.80,52.52,"60,350","71,300","83,770","97,350","109,250",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-3091,Anthropologists and Archeologists,detailed,90,32.3,0.048,1.04,35.46,"73,760",5.8,22.97,27.16,34.52,43.41,49.30,"47,770","56,500","71,800","90,290","102,550",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-3094,Political Scientists,detailed,80,20.5,0.045,0.99,38.04,"79,120",5.4,25.07,28.02,36.15,45.65,54.84,"52,150","58,280","75,200","94,950","114,070",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-3099,"Social Scientists and Related Workers, All Other",detailed,530,12.5,0.282,1.09,33.00,"68,640",3.4,21.68,25.94,31.46,38.58,47.46,"45,080","53,960","65,440","80,240","98,710",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-4011,Agricultural and Food Science Technicians,detailed,80,48.8,0.044,0.30,20.98,"43,640",8.5,13.13,15.54,17.95,26.18,34.85,"27,320","32,330","37,330","54,460","72,500",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-4021,Biological Technicians,detailed,"1,810",5.3,0.965,1.81,21.59,"44,910",3.3,15.35,17.21,20.55,24.43,30.82,"31,930","35,810","42,740","50,810","64,100",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-4031,Chemical Technicians,detailed,290,22.7,0.154,0.33,21.61,"44,960",5.4,13.27,15.40,20.77,25.21,33.42,"27,600","32,040","43,200","52,430","69,520",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-4041,Geological and Petroleum Technicians,detailed,40,44.8,0.022,0.20,25.08,"52,170",5.3,15.56,21.91,26.20,29.09,31.04,"32,370","45,570","54,500","60,500","64,550",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-4061,Social Science Research Assistants,detailed,240,8.6,0.130,0.61,21.57,"44,870",2.7,15.20,16.98,20.10,23.93,30.77,"31,620","35,310","41,800","49,770","64,000",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,290,21.0,0.153,0.65,29.24,"60,810",9.0,14.56,20.68,24.37,34.94,45.61,"30,280","43,020","50,700","72,680","94,860",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-4092,Forensic Science Technicians,detailed,220,3.7,0.115,1.09,32.90,"68,430",1.7,24.82,28.51,33.26,37.41,42.74,"51,620","59,310","69,190","77,800","88,890",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-4093,Forest and Conservation Technicians,detailed,160,5.3,0.084,0.39,18.95,"39,430",2.1,13.23,14.85,16.62,21.26,29.36,"27,520","30,880","34,560","44,220","61,080",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,620,12.7,0.333,0.68,24.91,"51,810",2.5,16.57,19.72,24.28,29.29,34.83,"34,460","41,010","50,490","60,930","72,460",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-0000,Community and Social Service Occupations,major,"23,330",3.3,12.445,0.87,23.95,"49,820",1.6,13.82,17.17,22.48,28.91,36.95,"28,750","35,720","46,760","60,130","76,860",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed,"1,590",16.7,0.846,1.30,18.23,"37,920",3.3,12.09,14.27,17.55,21.73,24.54,"25,140","29,680","36,510","45,190","51,030",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,"2,480",4.0,1.321,0.71,28.58,"59,450",1.2,20.11,24.24,28.72,33.94,37.43,"41,820","50,430","59,740","70,590","77,850",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-1013,Marriage and Family Therapists,detailed,130,31.4,0.067,0.25,25.86,"53,800",14.6,15.56,19.01,22.29,30.75,45.33,"32,360","39,550","46,360","63,960","94,290",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-1014,Mental Health Counselors,detailed,"2,150",8.7,1.148,1.15,22.16,"46,090",2.3,14.01,16.78,21.43,26.40,30.84,"29,150","34,910","44,570","54,910","64,150",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-1015,Rehabilitation Counselors,detailed,"2,960",7.5,1.582,2.16,21.64,"45,020",7.5,12.79,15.06,18.27,24.50,38.20,"26,600","31,320","38,010","50,960","79,450",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-1019,"Counselors, All Other",detailed,260,17.0,0.138,0.69,23.77,"49,430",5.8,15.28,17.09,21.15,28.85,37.35,"31,770","35,550","43,990","60,010","77,690",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-1021,"Child, Family, and School Social Workers",detailed,"3,160",7.1,1.687,0.79,24.04,"50,000",2.1,15.88,19.59,23.76,27.96,31.64,"33,020","40,740","49,430","58,160","65,820",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-1022,Healthcare Social Workers,detailed,"1,780",16.4,0.951,0.84,30.93,"64,330",4.3,17.70,25.21,30.01,38.09,45.17,"36,810","52,430","62,430","79,230","93,950",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-1023,Mental Health and Substance Abuse Social Workers,detailed,"1,400",9.3,0.746,0.92,26.35,"54,810",4.4,15.72,18.33,24.46,30.96,38.45,"32,690","38,130","50,880","64,410","79,980",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-1029,"Social Workers, All Other",detailed,480,5.1,0.255,0.60,32.50,"67,610",4.5,19.14,26.38,34.51,39.58,41.37,"39,800","54,870","71,790","82,330","86,050",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-1091,Health Educators,detailed,690,7.4,0.369,0.90,28.24,"58,740",4.0,16.64,19.87,26.14,35.20,44.28,"34,600","41,320","54,370","73,220","92,110",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-1092,Probation Officers and Correctional Treatment Specialists,detailed,800,3.3,0.426,0.68,28.75,"59,800",3.6,21.17,25.21,27.15,32.65,39.19,"44,040","52,440","56,470","67,920","81,510",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-1093,Social and Human Service Assistants,detailed,"3,200",7.8,1.709,0.67,19.96,"41,510",3.0,12.69,15.91,18.71,23.09,29.47,"26,390","33,100","38,910","48,030","61,300",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-1094,Community Health Workers,detailed,680,13.5,0.365,0.99,20.31,"42,240",3.6,13.24,15.94,18.21,22.65,30.04,"27,550","33,150","37,870","47,110","62,480",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-1099,"Community and Social Service Specialists, All Other",detailed,860,13.9,0.460,0.70,20.26,"42,130",5.9,10.01,13.57,19.12,26.33,31.41,"20,810","28,230","39,770","54,770","65,340",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-2011,Clergy,detailed,240,11.7,0.129,0.37,31.95,"66,460",4.1,20.24,23.81,30.89,37.08,43.80,"42,100","49,520","64,260","77,120","91,110",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-2021,"Directors, Religious Activities and Education",detailed,110,16.9,0.059,0.40,30.76,"63,990",8.2,14.53,20.43,32.58,40.46,47.53,"30,220","42,500","67,760","84,150","98,850",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",21-2099,"Religious Workers, All Other",detailed,350,13.3,0.187,3.19,15.35,"31,930",10.0,9.65,9.66,12.63,17.33,22.97,"20,080","20,090","26,270","36,050","47,780",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",23-0000,Legal Occupations,major,"14,790",2.3,7.892,1.03,51.38,"106,860",3.6,21.76,29.45,41.59,64.12,91.95,"45,260","61,250","86,500","133,370","191,250",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",23-1011,Lawyers,detailed,"8,380",3.2,4.470,1.01,65.52,"136,280",4.2,31.95,40.32,57.59,78.03,#,"66,460","83,860","119,790","162,300",#,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",23-1012,Judicial Law Clerks,detailed,280,1.9,0.150,1.57,28.53,"59,340",3.2,20.72,22.86,25.58,34.27,40.60,"43,100","47,540","53,210","71,290","84,450",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,160,0.6,0.083,0.80,53.06,"110,370",1.8,35.31,41.31,49.19,64.97,81.92,"73,440","85,930","102,320","135,130","170,400",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",23-1022,"Arbitrators, Mediators, and Conciliators",detailed,110,31.9,0.059,1.32,34.50,"71,760",11.2,12.42,23.68,32.97,43.62,61.40,"25,840","49,250","68,580","90,730","127,710",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,550,2.8,0.294,1.51,*,*,*,*,*,*,*,*,*,*,*,*,*,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",23-2011,Paralegals and Legal Assistants,detailed,"3,700",9.3,1.975,1.00,30.84,"64,150",3.2,18.88,25.17,29.76,36.33,44.69,"39,270","52,360","61,910","75,570","92,960",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",23-2093,"Title Examiners, Abstractors, and Searchers",detailed,800,18.4,0.426,1.10,24.26,"50,450",3.8,15.65,18.18,22.75,29.09,35.89,"32,550","37,820","47,320","60,500","74,660",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",23-2099,"Legal Support Workers, All Other",detailed,580,8.8,0.308,0.96,31.72,"65,980",4.2,18.82,24.30,28.87,38.20,49.70,"39,150","50,550","60,040","79,450","103,370",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-0000,"Education, Training, and Library Occupations",major,"94,850",1.3,50.608,0.82,27.85,"57,920",6.9,14.48,18.04,24.82,33.23,39.02,"30,130","37,520","51,630","69,110","81,160",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1011,"Business Teachers, Postsecondary",detailed,670,11.4,0.359,0.61,*,"94,220",16.2,*,*,*,*,*,"42,860","49,260","62,590","119,270","190,210",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1021,"Computer Science Teachers, Postsecondary",detailed,380,19.3,0.205,0.88,*,"85,450",11.5,*,*,*,*,*,"46,700","55,810","74,240","102,100","148,650",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1022,"Mathematical Science Teachers, Postsecondary",detailed,530,3.8,0.283,0.76,*,"82,800",13.4,*,*,*,*,*,"44,660","52,180","63,960","104,720","147,960",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1032,"Engineering Teachers, Postsecondary",detailed,530,1.9,0.284,1.05,*,"116,060",3.1,*,*,*,*,*,"56,160","81,510","109,220","143,520","180,760",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1042,"Biological Science Teachers, Postsecondary",detailed,690,4.4,0.368,1.02,*,"94,760",12.2,*,*,*,*,*,"45,960","54,940","74,020","119,880","168,380",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,250,6.4,0.135,1.74,*,"99,080",7.8,*,*,*,*,*,"47,460","66,640","96,940","125,430","154,200",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1052,"Chemistry Teachers, Postsecondary",detailed,300,5.7,0.159,1.05,*,"77,570",11.9,*,*,*,*,*,"44,250","51,290","60,380","88,170","144,190",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1053,"Environmental Science Teachers, Postsecondary",detailed,80,12.3,0.044,1.12,*,"126,940",10.2,*,*,*,*,*,"54,450","62,970","120,850","173,310","202,970",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1054,"Physics Teachers, Postsecondary",detailed,280,4.6,0.151,1.49,*,"89,220",10.3,*,*,*,*,*,"46,170","54,900","73,160","115,710","153,590",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,130,9.4,0.072,1.77,*,"86,330",5.5,*,*,*,*,*,"48,830","60,660","77,090","101,020","131,250",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,110,4.6,0.061,0.95,*,"82,200",3.6,*,*,*,*,*,"45,290","55,350","72,680","100,420","126,990",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1063,"Economics Teachers, Postsecondary",detailed,120,10.1,0.064,0.69,*,"97,080",16.0,*,*,*,*,*,"43,480","50,850","66,270","118,340","190,090",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1064,"Geography Teachers, Postsecondary",detailed,40,2.0,0.024,0.80,*,"82,740",2.3,*,*,*,*,*,"42,710","49,420","66,460","117,820","146,410",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1065,"Political Science Teachers, Postsecondary",detailed,300,6.4,0.161,1.35,*,"88,810",6.3,*,*,*,*,*,"44,710","54,220","76,300","114,810","156,220",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1066,"Psychology Teachers, Postsecondary",detailed,480,12.3,0.256,0.95,*,"73,450",6.8,*,*,*,*,*,"43,150","49,980","60,720","84,040","120,560",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1067,"Sociology Teachers, Postsecondary",detailed,160,6.9,0.087,0.84,*,"76,170",10.0,*,*,*,*,*,"43,750","51,110","62,490","93,980","131,620",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,140,15.9,0.074,0.78,*,"74,790",5.6,*,*,*,*,*,"44,130","52,320","67,480","85,270","116,840",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1071,"Health Specialties Teachers, Postsecondary",detailed,"3,300",0.9,1.759,1.32,*,"158,820",6.0,*,*,*,*,*,"72,990","101,060","143,910","196,360",#,TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,670,7.4,0.355,0.89,*,"78,560",6.5,*,*,*,*,*,"44,160","53,090","75,070","100,260","120,880",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1081,"Education Teachers, Postsecondary",detailed,450,16.6,0.241,0.58,*,"97,180",6.9,*,*,*,*,*,"42,440","54,440","72,980","103,940","196,500",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1082,"Library Science Teachers, Postsecondary",detailed,80,4.9,0.045,1.28,*,"96,100",5.9,*,*,*,*,*,"51,170","68,340","88,240","114,750","140,110",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,80,49.7,0.041,0.39,*,"58,400",9.8,*,*,*,*,*,"36,670","42,770","50,140","64,930","81,940",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1112,"Law Teachers, Postsecondary",detailed,150,6.1,0.083,0.72,*,"106,850",7.7,*,*,*,*,*,"35,990","44,390","92,490","155,610","197,110",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1113,"Social Work Teachers, Postsecondary",detailed,150,4.6,0.080,0.95,*,"85,120",4.6,*,*,*,*,*,"38,320","46,140","70,180","108,070","169,630",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"1,220",14.6,0.652,0.92,*,"70,920",5.5,*,*,*,*,*,"41,850","47,840","59,400","83,490","109,490",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1122,"Communications Teachers, Postsecondary",detailed,260,6.9,0.141,0.70,*,"60,920",7.9,*,*,*,*,*,"41,820","46,430","54,670","67,470","90,150",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1123,"English Language and Literature Teachers, Postsecondary",detailed,740,5.3,0.393,0.77,*,"63,800",6.9,*,*,*,*,*,"42,490","47,470","56,620","72,680","97,110",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,380,8.5,0.202,0.99,*,"66,760",4.1,*,*,*,*,*,"41,630","48,180","59,390","77,160","106,000",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1125,"History Teachers, Postsecondary",detailed,230,11.7,0.123,0.79,*,"74,410",7.9,*,*,*,*,*,"43,210","49,840","63,740","89,460","124,170",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,250,14.1,0.131,0.79,*,"74,090",6.7,*,*,*,*,*,"42,140","48,310","62,330","82,450","124,980",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1191,Graduate Teaching Assistants,detailed,640,0.3,0.342,0.36,*,"51,460",3.0,*,*,*,*,*,"38,990","43,760","51,190","58,330","62,610",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,190,13.3,0.099,0.80,*,"53,220",3.1,*,*,*,*,*,"35,940","42,830","50,140","61,670","75,200",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1194,"Vocational Education Teachers, Postsecondary",detailed,"2,790",11.9,1.490,1.80,29.39,"61,130",3.1,17.93,22.20,27.37,34.71,45.47,"37,280","46,170","56,920","72,200","94,590",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-1199,"Postsecondary Teachers, All Other",detailed,450,5.8,0.238,0.17,*,"80,160",5.4,*,*,*,*,*,"43,700","53,910","72,110","98,130","129,540",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-2011,"Preschool Teachers, Except Special Education",detailed,"5,090",11.4,2.718,0.99,15.60,"32,450",2.5,11.04,12.74,15.04,18.09,21.27,"22,950","26,500","31,290","37,620","44,250",,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-2012,"Kindergarten Teachers, Except Special Education",detailed,"3,260",4.5,1.741,1.62,*,"59,760",1.5,*,*,*,*,*,"42,250","49,360","61,120","71,330","77,380",TRUE,
WA,42660,"Seattle-Tacoma-Bellevue, WA",25-2021,"Elementary School Teachers, Except Special Education",detailed,"12,730",2.0,6.789,0.68,*,"62,270",0.8,*,*,*,*,*,"44,800","53,500","64,170","73,260","78,620",TRUE,
